"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.048197600E-2,1.909999996E-1,-2.129999995E-1,-9.999999776E-3,2.862691036E-1
4.525266800E-2,1.099999994E-2,-1.770000011E-1,9.999999776E-3,1.776231977E-1
5.002343700E-2,-8.999999613E-3,-1.780000031E-1,1.400000043E-2,1.787763998E-1
5.479391800E-2,-1.400000043E-2,-1.679999977E-1,1.200000010E-2,1.690088733E-1
5.956445600E-2,-8.999999613E-3,-1.819999963E-1,1.099999994E-2,1.825540979E-1
6.433514600E-2,-1.300000027E-2,-1.829999983E-1,1.099999994E-2,1.837906401E-1
6.910568900E-2,-4.999999888E-3,-1.679999977E-1,9.999999776E-3,1.683716105E-1
7.387615000E-2,-4.999999888E-3,-1.949999928E-1,9.999999776E-3,1.953202427E-1
7.864691800E-2,-9.999999776E-3,-2.060000002E-1,6.000000052E-3,2.063298333E-1
8.341760400E-2,-7.000000216E-3,-2.049999982E-1,8.000000380E-3,2.052754230E-1
8.818814400E-2,-7.000000216E-3,-2.169999927E-1,8.999999613E-3,2.172993254E-1
9.295860600E-2,2.000000095E-3,-2.010000050E-1,9.999999776E-3,2.012585452E-1
9.772928400E-2,-8.000000380E-3,-2.129999995E-1,8.999999613E-3,2.133401036E-1
1.024998250E-1,-8.000000380E-3,-2.399999946E-1,2.600000054E-2,2.415367414E-1
1.072705150E-1,1.999999955E-2,-2.399999946E-1,2.800000086E-2,2.424541141E-1
1.120410730E-1,2.099999972E-2,-2.399999946E-1,4.399999976E-2,2.449020159E-1
1.168117630E-1,4.899999872E-2,-2.389999926E-1,5.999999866E-2,2.512409126E-1
1.215823030E-1,8.999999613E-3,-2.119999975E-1,7.699999958E-2,2.257299246E-1
1.263527830E-1,-3.000000026E-3,-2.259999961E-1,1.070000008E-1,2.500679875E-1
1.311234730E-1,-1.600000076E-2,-2.389999926E-1,1.230000034E-1,2.692693769E-1
1.358940140E-1,-1.600000076E-2,-2.119999975E-1,1.389999986E-1,2.540098395E-1
1.406647020E-1,-2.899999917E-2,-2.249999940E-1,1.420000046E-1,2.676378123E-1
1.454352430E-1,-4.199999943E-2,-2.119999975E-1,1.580000073E-1,2.677162699E-1
1.502059330E-1,-5.499999970E-2,-1.979999989E-1,1.739999950E-1,2.692675209E-1
1.549764710E-1,-5.400000140E-2,-2.249999940E-1,1.899999976E-1,2.994010631E-1
1.597469330E-1,-3.999999911E-2,-2.109999955E-1,1.909999996E-1,2.874056330E-1
1.645177000E-1,-2.500000037E-2,-2.249999940E-1,2.060000002E-1,3.060816843E-1
1.692883710E-1,2.000000095E-3,-2.109999955E-1,2.070000023E-1,2.955909319E-1
1.740588350E-1,2.999999933E-2,-2.249999940E-1,2.080000043E-1,3.078782212E-1
1.788293730E-1,3.099999949E-2,-2.389999926E-1,1.949999928E-1,3.100112799E-1
1.836000770E-1,1.799999923E-2,-2.249999940E-1,1.949999928E-1,2.982850893E-1
1.883706170E-1,4.999999888E-3,-2.389999926E-1,1.949999928E-1,3.084979638E-1
1.931410790E-1,4.999999888E-3,-2.389999926E-1,2.090000063E-1,3.175326741E-1
1.979118550E-1,4.999999888E-3,-2.389999926E-1,2.090000063E-1,3.175326741E-1
2.026825470E-1,4.999999888E-3,-2.389999926E-1,1.949999928E-1,3.084979638E-1
2.074530110E-1,3.000000026E-3,-2.529999912E-1,1.959999949E-1,3.200531105E-1
2.122235220E-1,1.700000092E-2,-2.259999961E-1,1.940000057E-1,2.983303546E-1
2.169942130E-1,1.700000092E-2,-2.389999926E-1,1.930000037E-1,3.076670244E-1
2.217647530E-1,1.600000076E-2,-2.389999926E-1,2.060000002E-1,3.159319493E-1
2.265354760E-1,1.400000043E-2,-2.259999961E-1,2.060000002E-1,3.061176217E-1
2.313060170E-1,0.000000000E0,-2.259999961E-1,1.899999976E-1,2.952558167E-1
2.360767070E-1,0.000000000E0,-2.259999961E-1,2.029999942E-1,3.037844562E-1
2.408471360E-1,-2.600000054E-2,-2.259999961E-1,2.020000070E-1,3.042301778E-1
2.456176720E-1,-3.900000080E-2,-2.409999967E-1,1.899999976E-1,3.093573945E-1
2.503883650E-1,-5.200000107E-2,-2.540000081E-1,1.739999950E-1,3.122434987E-1
2.551589050E-1,-5.299999937E-2,-2.140000015E-1,1.729999930E-1,2.802391803E-1
2.599295950E-1,-5.299999937E-2,-2.269999981E-1,1.439999938E-1,2.739963454E-1
2.647001360E-1,-2.600000054E-2,-2.140000015E-1,1.220000014E-1,2.477014353E-1
2.694708260E-1,0.000000000E0,-2.140000015E-1,1.059999987E-1,2.388137358E-1
2.742412900E-1,1.300000027E-2,-2.280000001E-1,1.040000021E-1,2.509362479E-1
2.790118260E-1,2.600000054E-2,-2.280000001E-1,1.019999981E-1,2.511254660E-1
2.837825710E-1,4.800000042E-2,-2.280000001E-1,8.100000024E-2,2.466759010E-1
2.885532640E-1,8.799999952E-2,-2.010000050E-1,6.499999762E-2,2.288449292E-1
2.933237270E-1,5.900000036E-2,-2.150000036E-1,7.599999756E-2,2.355461764E-1
2.980942560E-1,4.399999976E-2,-2.150000036E-1,7.400000095E-2,2.315966357E-1
3.028649460E-1,2.700000070E-2,-1.879999936E-1,6.700000167E-2,2.014000939E-1
3.076354870E-1,1.099999994E-2,-2.010000050E-1,5.099999905E-2,2.076607857E-1
3.124059580E-1,-1.700000092E-2,-1.739999950E-1,3.500000015E-2,1.782974994E-1
3.171767250E-1,-7.299999893E-2,-1.739999950E-1,3.299999982E-2,1.915567751E-1
3.219471890E-1,-1.089999974E-1,-2.020000070E-1,2.899999917E-2,2.313568720E-1
3.267178450E-1,-1.239999980E-1,-1.879999936E-1,1.300000027E-2,2.255858974E-1
3.314883860E-1,-1.250000000E-1,-1.609999985E-1,2.500000037E-2,2.053557876E-1
3.362590760E-1,-1.400000006E-1,-1.609999985E-1,2.199999988E-2,2.144877611E-1
3.410295980E-1,-9.399999678E-2,-1.620000005E-1,1.999999955E-2,1.883613536E-1
3.458002880E-1,-6.700000167E-2,-1.749999970E-1,1.700000092E-2,1.881568474E-1
3.505708280E-1,-5.400000140E-2,-1.749999970E-1,1.499999966E-2,1.837552696E-1
3.553412850E-1,-3.999999911E-2,-1.759999990E-1,0.000000000E0,1.804882256E-1
3.601119750E-1,-2.500000037E-2,-1.889999956E-1,-2.700000070E-2,1.925486910E-1
3.648825160E-1,-1.099999994E-2,-1.889999956E-1,-4.199999943E-2,1.939226606E-1
3.696532060E-1,-2.400000021E-2,-1.899999976E-1,-5.799999833E-2,2.000999723E-1
3.744237460E-1,-9.999999776E-3,-2.169999927E-1,-1.010000035E-1,2.395620954E-1
3.791944370E-1,-2.300000004E-2,-2.029999942E-1,-1.209999993E-1,2.374426193E-1
3.839649630E-1,-2.300000004E-2,-2.169999927E-1,-1.350000054E-1,2.565989055E-1
3.887354250E-1,-3.599999845E-2,-2.169999927E-1,-1.490000039E-1,2.656802550E-1
3.935061150E-1,-3.700000048E-2,-2.440000027E-1,-1.360000074E-1,2.817818365E-1
3.982766750E-1,-3.500000015E-2,-2.160000056E-1,-1.270000041E-1,2.530019831E-1
4.030473650E-1,-2.199999988E-2,-2.020000070E-1,-9.899999946E-2,2.260287653E-1
4.078179050E-1,-8.999999613E-3,-2.160000056E-1,-5.799999833E-2,2.238325316E-1
4.125885720E-1,3.000000026E-3,-2.160000056E-1,-1.700000092E-2,2.166887225E-1
4.173591120E-1,-9.999999776E-3,-2.020000070E-1,2.300000004E-2,2.035509834E-1
4.221298020E-1,-1.099999994E-2,-1.889999956E-1,5.000000075E-2,1.958111294E-1
4.269003770E-1,1.000000047E-3,-1.889999956E-1,1.190000027E-1,2.233450223E-1
4.316708390E-1,-2.600000054E-2,-1.749999970E-1,1.190000027E-1,2.132181972E-1
4.364415290E-1,-2.600000054E-2,-1.480000019E-1,1.379999965E-1,2.040196060E-1
4.412121080E-1,-5.400000140E-2,-1.620000005E-1,1.509999931E-1,2.279495519E-1
4.459827990E-1,-6.800000370E-2,-1.209999993E-1,1.509999931E-1,2.050999714E-1
4.507533390E-1,-9.600000083E-2,-1.209999993E-1,1.519999951E-1,2.167048650E-1
4.555239950E-1,-1.420000046E-1,-1.080000028E-1,1.299999952E-1,2.207441974E-1
4.602945360E-1,-1.410000026E-1,-9.499999881E-2,1.159999967E-1,2.058203093E-1
4.650649970E-1,-1.410000026E-1,-9.499999881E-2,8.799999952E-2,1.914418983E-1
4.698357170E-1,-1.410000026E-1,-1.080000028E-1,6.100000069E-2,1.877924424E-1
4.746062570E-1,-8.100000024E-2,-1.089999974E-1,5.799999833E-2,1.476685453E-1
4.793769480E-1,-5.200000107E-2,-9.499999881E-2,1.600000076E-2,1.094760244E-1
4.841475070E-1,-1.099999994E-2,-1.089999974E-1,-9.999999776E-3,1.100090879E-1
4.889181970E-1,5.700000003E-2,-1.220000014E-1,-3.700000048E-2,1.396495627E-1
4.936887380E-1,1.049999967E-1,-1.630000025E-1,-2.099999972E-2,1.950256396E-1
4.984591990E-1,1.729999930E-1,-1.630000025E-1,-1.999999955E-2,2.385330132E-1
5.032299670E-1,2.140000015E-1,-1.630000025E-1,-4.999999888E-3,2.690539007E-1
5.080004300E-1,2.280000001E-1,-1.759999990E-1,-1.700000092E-2,2.885290276E-1
5.127711390E-1,2.000000030E-1,-2.160000056E-1,-1.000000047E-3,2.943756165E-1
5.175416800E-1,2.109999955E-1,-2.300000042E-1,0.000000000E0,3.121233731E-1
5.223123700E-1,2.240000069E-1,-2.430000007E-1,4.399999976E-2,3.334081634E-1
5.270829400E-1,3.600000143E-1,-2.840000093E-1,1.280000061E-1,4.760672401E-1
5.318536300E-1,4.880000055E-1,-2.960000038E-1,2.140000015E-1,6.095539421E-1
5.366241710E-1,6.060000062E-1,-2.280000001E-1,2.849999964E-1,7.074213776E-1
5.413948510E-1,7.659999728E-1,7.100000232E-2,2.349999994E-1,8.043767515E-1
5.461653140E-1,1.062000036E0,1.389999986E-1,-1.689999998E-1,1.084309032E0
5.509358510E-1,1.309999943E0,-4.500000179E-2,-5.630000234E-1,1.426567165E0
5.557065770E-1,1.634999990E0,-4.519999921E-1,-1.059000015E0,1.999752483E0
5.604771180E-1,1.924000025E0,-8.199999928E-1,-1.720999956E0,2.708508249E0
5.652478080E-1,2.154999971E0,-1.281999946E0,-1.916000009E0,3.155725712E0
5.700183580E-1,3.332999945E0,-2.752000093E0,-1.197000027E0,4.484997459E0
5.747888200E-1,2.868999958E0,-2.382999897E0,-9.940000176E-1,3.859777883E0
5.795595100E-1,1.945999980E0,-2.190999985E0,-5.469999909E-1,2.981041067E0
5.843300650E-1,4.869999886E-1,-2.815999985E0,3.299999982E-2,2.857991236E0
5.891007550E-1,8.299999684E-2,-2.256999969E0,4.399999976E-2,2.258954152E0
5.938712960E-1,3.999999911E-2,-1.983999968E0,8.999999613E-3,1.984423561E0
5.986419960E-1,-1.000000047E-3,-2.187999964E0,-2.500000037E-2,2.188143012E0
6.034124590E-1,-6.800000370E-2,-2.719000101E0,-8.900000155E-2,2.721306038E0
6.081829960E-1,-3.589999974E-1,-3.385999918E0,-1.400000006E-1,3.407855109E0
6.129537690E-1,-4.720000029E-1,-3.413000107E0,-2.029999942E-1,3.451458058E0
6.177242330E-1,-5.419999957E-1,-3.045000076E0,-2.399999946E-1,3.102158838E0
6.224949230E-1,-6.079999804E-1,-2.569000006E0,-2.770000100E-1,2.654459269E0
6.272654450E-1,-5.289999843E-1,-2.200000048E0,-2.540000081E-1,2.276918355E0
6.320359060E-1,-5.149999857E-1,-2.091000080E0,-2.879999876E-1,2.172659732E0
6.368066730E-1,-4.860000014E-1,-2.240999937E0,-2.949999869E-1,2.311990855E0
6.415773900E-1,-4.539999962E-1,-2.499000072E0,-3.019999862E-1,2.557796190E0
6.463479300E-1,-3.429999948E-1,-2.661999941E0,-2.750000060E-1,2.698058132E0
6.511183920E-1,-2.339999974E-1,-2.634000063E0,-2.630000114E-1,2.657420053E0
6.558890630E-1,-1.519999951E-1,-2.497999907E0,-2.399999946E-1,2.514101734E0
6.606596030E-1,-5.499999970E-2,-2.279000044E0,-2.280000001E-1,2.291036927E0
6.654302940E-1,4.300000146E-2,-2.155999899E0,-1.759999990E-1,2.163598984E0
6.702008040E-1,1.560000032E-1,-2.115000010E0,-1.199999973E-1,2.124137717E0
6.749714950E-1,2.430000007E-1,-2.196000099E0,-7.900000364E-2,2.210815785E0
6.797419580E-1,3.560000062E-1,-2.236999989E0,-5.099999905E-2,2.265724156E0
6.845125290E-1,4.199999869E-1,-2.196000099E0,-6.000000052E-3,2.235811357E0
6.892832210E-1,4.740000069E-1,-2.032000065E0,3.599999845E-2,2.086862782E0
6.940537510E-1,5.289999843E-1,-1.840999961E0,7.900000364E-2,1.917123585E0
6.988244420E-1,5.820000172E-1,-1.623000026E0,1.350000054E-1,1.729473361E0
7.035949820E-1,5.609999895E-1,-1.473000050E0,1.819999963E-1,1.586686526E0
7.083656720E-1,5.920000076E-1,-1.460000038E0,2.230000049E-1,1.591160935E0
7.131361360E-1,5.970000029E-1,-1.486999989E0,2.779999971E-1,1.626303160E0
7.179066730E-1,6.119999886E-1,-1.514000058E0,3.190000057E-1,1.663881356E0
7.226773790E-1,5.799999833E-1,-1.460999966E0,3.650000095E-1,1.613736623E0
7.274479190E-1,5.590000153E-1,-1.325000048E0,4.149999917E-1,1.496773576E0
7.322186100E-1,5.379999876E-1,-1.108000040E0,4.390000105E-1,1.307604330E0
7.369890640E-1,4.740000069E-1,-8.629999757E-1,4.749999940E-1,1.093192553E0
7.417598310E-1,3.829999864E-1,-6.610000134E-1,4.909999967E-1,9.081249936E-1
7.465303720E-1,2.980000079E-1,-5.260000229E-1,4.930000007E-1,7.800827068E-1
7.513008370E-1,2.389999926E-1,-4.589999914E-1,4.819999933E-1,7.071958584E-1
7.560715280E-1,1.509999931E-1,-4.749999940E-1,4.970000088E-1,7.038714378E-1
7.608420680E-1,4.600000009E-2,-4.900000095E-1,4.539999962E-1,6.695759896E-1
7.656127880E-1,-5.799999833E-2,-4.790000021E-1,4.339999855E-1,6.489691743E-1
7.703833280E-1,-1.650000066E-1,-3.720000088E-1,4.149999917E-1,5.812348938E-1
7.751540180E-1,-2.989999950E-1,-2.520000041E-1,3.950000107E-1,5.558147241E-1
7.799244730E-1,-3.930000067E-1,-6.300000101E-2,3.359999955E-1,5.208781070E-1
7.846950090E-1,-5.249999762E-1,1.650000066E-1,2.829999924E-1,6.188206306E-1
7.894657020E-1,-6.579999924E-1,3.659999967E-1,2.300000042E-1,7.872864723E-1
7.942362270E-1,-7.630000114E-1,5.400000215E-1,1.759999990E-1,9.511808662E-1
7.990069170E-1,-8.240000010E-1,6.370000243E-1,9.899999946E-2,1.046205540E0
8.037774580E-1,-9.200000167E-1,7.020000219E-1,4.199999943E-2,1.158001754E0
8.085479000E-1,-1.019000053E0,7.540000081E-1,-4.100000113E-2,1.268289447E0
8.133185910E-1,-1.128000021E0,8.470000029E-1,-1.250000000E-1,1.416127838E0
8.180891310E-1,-1.116000056E0,9.319999814E-1,-1.969999969E-1,1.467272671E0
8.228598120E-1,-1.184000015E0,1.080999970E0,-2.660000026E-1,1.625168599E0
8.276303520E-1,-1.228000045E0,1.215000033E0,-3.219999969E-1,1.757240220E0
8.324010420E-1,-1.282999992E0,1.363000035E0,-3.770000041E-1,1.909446799E0
8.371714870E-1,-1.205000043E0,1.519999981E0,-3.899999857E-1,1.978515867E0
8.419422540E-1,-1.187999964E0,1.682999969E0,-4.390000105E-1,2.106312849E0
8.467127950E-1,-1.177000046E0,1.777999997E0,-4.769999981E-1,2.184981029E0
8.514832610E-1,-1.174999952E0,1.886999965E0,-5.120000243E-1,2.281126428E0
8.562539520E-1,-1.141999960E0,1.927999973E0,-5.320000052E-1,2.303122188E0
8.610244920E-1,-1.092000008E0,1.942000031E0,-5.509999990E-1,2.295088046E0
8.657951620E-1,-1.052999973E0,1.914999962E0,-5.540000200E-1,2.254539824E0
8.705656260E-1,-9.279999733E-1,1.917000055E0,-5.279999971E-1,2.194278278E0
8.753363930E-1,-7.990000248E-1,1.922999978E0,-4.779999852E-1,2.136542520E0
8.801068530E-1,-7.310000062E-1,1.978999972E0,-4.709999859E-1,2.161629683E0
8.848773910E-1,-6.129999757E-1,2.062000036E0,-4.250000119E-1,2.192769511E0
8.896480810E-1,-5.350000262E-1,2.145999908E0,-3.910000026E-1,2.245978993E0
8.944186220E-1,-4.399999976E-1,2.244999886E0,-3.319999874E-1,2.311676551E0
8.991893120E-1,-3.289999962E-1,2.342000008E0,-2.779999971E-1,2.381278865E0
9.039598530E-1,-2.210000008E-1,2.342999935E0,-2.399999946E-1,2.365605566E0
9.087302940E-1,-1.410000026E-1,2.358000040E0,-1.870000064E-1,2.369602117E0
9.135009850E-1,-7.599999756E-2,2.319000006E0,-1.509999931E-1,2.325153333E0
9.182715250E-1,1.700000092E-2,2.266000032E0,-1.089999974E-1,2.268683792E0
9.230422150E-1,9.499999881E-2,2.253000021E0,-4.100000113E-2,2.255374713E0
9.278127560E-1,1.850000024E-1,2.253999949E0,-1.200000010E-2,2.261611100E0
9.325834460E-1,2.329999954E-1,2.280999899E0,6.100000069E-2,2.293680566E0
9.373538960E-1,2.630000114E-1,2.364000082E0,1.019999981E-1,2.380770756E0
9.421246630E-1,3.339999914E-1,2.486999989E0,1.299999952E-1,2.512692766E0
9.468952030E-1,3.479999900E-1,2.542000055E0,1.580000073E-1,2.570570419E0
9.516656460E-1,3.359999955E-1,2.595999956E0,1.920000017E-1,2.624685842E0
9.564363360E-1,3.549999893E-1,2.595999956E0,2.160000056E-1,2.629048643E0
9.612068770E-1,3.750000000E-1,2.595999956E0,2.560000122E-1,2.635408275E0
9.659775710E-1,3.919999897E-1,2.500999928E0,2.540000081E-1,2.544244610E0
9.707481120E-1,3.540000021E-1,2.459000111E0,2.649999857E-1,2.498444023E0
9.755188020E-1,3.630000055E-1,2.391000032E0,2.720000148E-1,2.433646270E0
9.802892280E-1,3.720000088E-1,2.364000082E0,2.939999998E-1,2.411081997E0
9.850597650E-1,3.240000010E-1,2.349999905E0,2.870000005E-1,2.389528103E0
9.898304570E-1,2.809999883E-1,2.375000000E0,2.549999952E-1,2.405121825E0
9.946009880E-1,2.380000055E-1,2.415999889E0,2.579999864E-1,2.441365081E0
9.993716780E-1,2.090000063E-1,2.414999962E0,2.489999980E-1,2.436782062E0
1.004142218E0,1.509999931E-1,2.359999895E0,2.389999926E-1,2.376872209E0
1.008912698E0,1.000000015E-1,2.276000023E0,2.070000023E-1,2.287580623E0
1.013683388E0,5.000000075E-2,2.165999889E0,2.070000023E-1,2.176443089E0
1.018453929E0,-1.300000027E-2,2.042000055E0,1.809999943E-1,2.050047371E0
1.023224624E0,-5.200000107E-2,1.958999991E0,1.550000012E-1,1.965810257E0
1.027995165E0,-1.180000007E-1,1.889999986E0,1.410000026E-1,1.898922049E0
1.032765855E0,-1.990000010E-1,1.888000011E0,1.250000000E-1,1.902569327E0
1.037536324E0,-2.689999938E-1,1.873000026E0,8.299999684E-2,1.894037775E0
1.042306860E0,-3.790000081E-1,1.871000051E0,5.499999970E-2,1.909792449E0
1.047077552E0,-4.110000134E-1,1.830000043E0,2.300000004E-2,1.875726571E0
1.051848098E0,-4.790000021E-1,1.746000051E0,-1.899999939E-2,1.810612654E0
1.056618788E0,-5.759999752E-1,1.621999979E0,-5.999999866E-2,1.722283340E0
1.061389329E0,-6.729999781E-1,1.496999979E0,-7.400000095E-2,1.642989321E0
1.066160019E0,-6.819999814E-1,1.376000047E0,-1.080000028E-1,1.539533729E0
1.070930482E0,-7.450000048E-1,1.279000044E0,-1.330000013E-1,1.486120829E0
1.075701019E0,-8.109999895E-1,1.222000003E0,-1.720000058E-1,1.476681750E0
1.080471720E0,-8.759999871E-1,1.179999948E0,-2.090000063E-1,1.484404546E0
1.085242261E0,-8.650000095E-1,1.156000018E0,-2.160000056E-1,1.459868851E0
1.090012951E0,-9.200000167E-1,1.154999971E0,-2.220000029E-1,1.493221004E0
1.094783525E0,-9.639999866E-1,1.098999977E0,-2.409999967E-1,1.481613284E0
1.099554216E0,-1.006999969E0,1.001999974E0,-2.579999864E-1,1.443820238E0
1.104324679E0,-9.660000205E-1,8.840000033E-1,-2.300000042E-1,1.329478111E0
1.109095202E0,-9.689999819E-1,7.210000157E-1,-2.140000015E-1,1.226620556E0
1.113865894E0,-9.629999995E-1,5.569999814E-1,-1.990000010E-1,1.130141132E0
1.118636435E0,-9.399999976E-1,4.339999855E-1,-1.539999992E-1,1.046743513E0
1.123407124E0,-8.569999933E-1,3.149999976E-1,-8.699999750E-2,9.171929931E-1
1.128177664E0,-8.090000153E-1,2.199999988E-1,-2.400000021E-2,8.387234492E-1
1.132948126E0,-7.659999728E-1,1.389999986E-1,3.900000080E-2,7.794857010E-1
1.137718821E0,-6.809999943E-1,4.300000146E-2,1.180000007E-1,6.924839294E-1
1.142489362E0,-5.939999819E-1,-7.500000298E-2,1.850000024E-1,6.266466148E-1
1.147260052E0,-5.149999857E-1,-1.969999969E-1,2.910000086E-1,6.234701188E-1
1.152030603E0,-4.259999990E-1,-3.740000129E-1,3.860000074E-1,6.858192288E-1
1.156801064E0,-3.359999955E-1,-5.509999990E-1,4.939999878E-1,8.127318032E-1
1.161571754E0,-2.169999927E-1,-7.129999995E-1,5.910000205E-1,9.511777018E-1
1.166342314E0,-1.400000006E-1,-8.629999757E-1,6.940000057E-1,1.116245925E0
1.171113004E0,-5.200000107E-2,-9.580000043E-1,8.140000105E-1,1.258198723E0
1.175883545E0,2.099999972E-2,-1.039999962E0,9.039999843E-1,1.378135295E0
1.180654240E0,7.800000161E-2,-1.065999985E0,9.599999785E-1,1.436676695E0
1.185424780E0,1.199999973E-1,-1.121000051E0,1.039999962E0,1.533832141E0
1.190195242E0,1.870000064E-1,-1.175999999E0,1.082000017E0,1.608934131E0
1.194966018E0,1.840000004E-1,-1.271999955E0,1.148000002E0,1.723294487E0
1.199736482E0,2.249999940E-1,-1.366999984E0,1.116000056E0,1.778980067E0
1.204507172E0,2.160000056E-1,-1.503000021E0,1.113999963E0,1.883258076E0
1.209277713E0,2.049999982E-1,-1.639999986E0,1.115000010E0,1.993702579E0
1.214048403E0,1.780000031E-1,-1.764000058E0,1.100000024E0,2.086475559E0
1.218818943E0,1.340000033E-1,-1.886000037E0,1.008999944E0,2.143136260E0
1.223589615E0,7.500000298E-2,-1.968999982E0,9.539999962E-1,2.189224046E0
1.228360078E0,0.000000000E0,-2.038000107E0,8.870000243E-1,2.222659101E0
1.233130615E0,-7.599999756E-2,-2.066999912E0,7.910000086E-1,2.214485414E0
1.237901278E0,-1.500000060E-1,-2.108000040E0,6.690000296E-1,2.216692403E0
1.242671819E0,-2.549999952E-1,-2.190999985E0,5.789999962E-1,2.280514619E0
1.247442509E0,-3.339999914E-1,-2.275000095E0,4.760000110E-1,2.348139144E0
1.252212972E0,-4.410000145E-1,-2.371999979E0,3.729999959E-1,2.441309876E0
1.256983509E0,-4.959999919E-1,-2.453000069E0,2.689999938E-1,2.517059063E0
1.261754278E0,-5.979999900E-1,-2.536999941E0,1.630000025E-1,2.611616681E0
1.266524747E0,-7.160000205E-1,-2.579999924E0,5.799999833E-2,2.678137344E0
1.271295437E0,-8.190000057E-1,-2.608999968E0,-1.799999923E-2,2.734586960E0
1.276065977E0,-8.230000138E-1,-2.605999947E0,-8.699999750E-2,2.734251953E0
1.280836434E0,-8.880000114E-1,-2.621000051E0,-1.620000005E-1,2.772080318E0
1.285607124E0,-9.840000272E-1,-2.608999968E0,-2.230000049E-1,2.797296174E0
1.290377894E0,-1.049000025E0,-2.582999945E0,-2.820000052E-1,2.802108808E0
1.295148371E0,-1.031000018E0,-2.618999958E0,-3.059999943E-1,2.831211369E0
1.299918910E0,-1.067999959E0,-2.618999958E0,-3.330000043E-1,2.847924454E0
1.304689600E0,-1.121000051E0,-2.687999964E0,-3.589999974E-1,2.934427699E0
1.309460044E0,-1.144000053E0,-2.714999914E0,-3.829999864E-1,2.970967796E0
1.314230812E0,-1.067999959E0,-2.736000061E0,-3.560000062E-1,2.958556447E0
1.319001352E0,-1.047000051E0,-2.789000034E0,-3.600000143E-1,3.000721631E0
1.323771776E0,-1.014999986E0,-2.775000095E0,-3.370000124E-1,2.973956877E0
1.328542466E0,-9.789999723E-1,-2.786999941E0,-2.849999964E-1,2.967664842E0
1.333313007E0,-8.579999804E-1,-2.795000076E0,-2.419999987E-1,2.933726878E0
1.338083716E0,-7.810000181E-1,-2.821000099E0,-1.850000024E-1,2.932955436E0
1.342854256E0,-6.919999719E-1,-2.859999895E0,-1.140000001E-1,2.944734175E0
1.347624718E0,-5.590000153E-1,-2.898999929E0,-4.300000146E-2,2.952715802E0
1.352395403E0,-4.099999964E-1,-2.895999908E0,4.300000146E-2,2.925194774E0
1.357165944E0,-2.960000038E-1,-2.934999943E0,1.430000067E-1,2.953352276E0
1.361936634E0,-1.550000012E-1,-2.947999954E0,2.280000001E-1,2.960863511E0
1.366707179E0,-1.000000047E-3,-2.973999977E0,3.269999921E-1,2.991923438E0
1.371477870E0,1.759999990E-1,-2.986999989E0,3.810000122E-1,3.016339825E0
1.376248333E0,3.170000017E-1,-2.971999884E0,4.620000124E-1,3.024353868E0
1.381019086E0,4.460000098E-1,-2.930999994E0,5.019999743E-1,3.006938800E0
1.385789626E0,5.870000124E-1,-2.875999928E0,5.669999719E-1,2.989554075E0
1.390560088E0,6.779999733E-1,-2.782000065E0,5.500000119E-1,2.915768910E0
1.395330774E0,7.850000262E-1,-2.713999987E0,5.669999719E-1,2.881581152E0
1.400101237E0,8.799999952E-1,-2.645999908E0,5.699999928E-1,2.846158024E0
1.404871774E0,9.440000057E-1,-2.592000008E0,5.159999728E-1,2.806395557E0
1.409642538E0,9.810000062E-1,-2.592999935E0,4.530000091E-1,2.809131304E0
1.414413002E0,9.929999709E-1,-2.566999912E0,3.650000095E-1,2.776465829E0
1.419183692E0,1.049999952E0,-2.540999889E0,2.759999931E-1,2.763214855E0
1.423954233E0,1.034999967E0,-2.500999928E0,1.729999930E-1,2.712223178E0
1.428724923E0,1.001999974E0,-2.405999899E0,4.300000146E-2,2.606662322E0
1.433495463E0,9.350000024E-1,-2.299000025E0,-7.500000298E-2,2.482992372E0
1.438266139E0,9.120000005E-1,-2.190999985E0,-2.080000043E-1,2.382328469E0
1.443036602E0,8.740000129E-1,-2.055999994E0,-3.409999907E-1,2.259932077E0
1.447807139E0,7.490000129E-1,-1.960000038E0,-4.309999943E-1,2.142046256E0
1.452577831E0,7.300000191E-1,-1.866000056E0,-5.320000052E-1,2.073132954E0
1.457348371E0,6.460000277E-1,-1.799000025E0,-6.340000033E-1,2.013870187E0
1.462119062E0,6.019999981E-1,-1.718999982E0,-7.210000157E-1,1.958878750E0
1.466889544E0,5.260000229E-1,-1.608000040E0,-7.310000062E-1,1.843014151E0
1.471660081E0,4.510000050E-1,-1.498999953E0,-7.810000181E-1,1.749389291E0
1.476430773E0,4.070000052E-1,-1.376999974E0,-8.600000143E-1,1.673731746E0
1.481201295E0,3.630000055E-1,-1.254999995E0,-8.679999709E-1,1.568508190E0
1.485971985E0,3.009999990E-1,-1.088999987E0,-8.190000057E-1,1.395450816E0
1.490742525E0,2.700000107E-1,-9.390000105E-1,-8.019999862E-1,1.264051029E0
1.495512977E0,2.430000007E-1,-8.439999819E-1,-7.739999890E-1,1.170666884E0
1.500283744E0,2.310000062E-1,-7.220000029E-1,-7.429999709E-1,1.061458414E0
1.505054436E0,2.070000023E-1,-6.240000129E-1,-6.520000100E-1,9.259206392E-1
