"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.718526600E1,-2.240000069E-1,-1.685999990E0,-1.379999965E-1,1.706404397E0
2.719003674E1,-1.969999969E-1,-1.766999960E0,-1.220000014E-1,1.782128463E0
2.719480728E1,-2.129999995E-1,-1.835999966E0,-1.289999932E-1,1.852810263E0
2.719957797E1,-2.029999942E-1,-1.917999983E0,-1.519999951E-1,1.934692981E0
2.720434848E1,-2.070000023E-1,-2.000999928E0,-1.469999999E-1,2.017042070E0
2.720911917E1,-1.800000072E-1,-2.040999889E0,-1.560000032E-1,2.054851954E0
2.721388971E1,-1.689999998E-1,-2.122999907E0,-1.770000011E-1,2.137058400E0
2.721866037E1,-1.589999944E-1,-2.177999973E0,-1.870000064E-1,2.191787828E0
2.722343114E1,-1.770000011E-1,-2.219000101E0,-2.230000049E-1,2.237190079E0
2.722820168E1,-1.519999951E-1,-2.286999941E0,-2.010000050E-1,2.300841961E0
2.723297237E1,-1.280000061E-1,-2.342000008E0,-2.090000063E-1,2.354788534E0
2.723774291E1,-1.589999944E-1,-2.397000074E0,-2.310000062E-1,2.413348578E0
2.724251360E1,-1.500000060E-1,-2.437999964E0,-2.129999995E-1,2.451879447E0
2.724728413E1,-1.519999951E-1,-2.492000103E0,-2.169999927E-1,2.506044195E0
2.725205482E1,-1.689999998E-1,-2.492000103E0,-2.240000069E-1,2.507748296E0
2.725682559E1,-1.599999964E-1,-2.533999920E0,-2.319999933E-1,2.549623421E0
2.726159613E1,-1.920000017E-1,-2.548000097E0,-2.280000001E-1,2.565375703E0
2.726636682E1,-1.659999937E-1,-2.573999882E0,-2.169999927E-1,2.588459076E0
2.727113736E1,-1.959999949E-1,-2.615000010E0,-2.380000055E-1,2.633113186E0
2.727590814E1,-2.140000015E-1,-2.630000114E0,-2.460000068E-1,2.650134451E0
2.728067883E1,-2.319999933E-1,-2.657999992E0,-2.549999952E-1,2.680263598E0
2.728544937E1,-2.160000056E-1,-2.670000076E0,-2.430000007E-1,2.689722181E0
2.729022006E1,-2.310000062E-1,-2.642999887E0,-2.489999980E-1,2.664734585E0
2.729499061E1,-2.349999994E-1,-2.684000015E0,-2.569999993E-1,2.706497752E0
2.729976130E1,-2.509999871E-1,-2.657999992E0,-2.520000041E-1,2.681691435E0
2.730453184E1,-2.460000068E-1,-2.655999899E0,-2.520000041E-1,2.679245317E0
2.730930261E1,-2.319999933E-1,-2.642999887E0,-2.720000148E-1,2.667068880E0
2.731407330E1,-2.329999954E-1,-2.642999887E0,-2.930000126E-1,2.669379405E0
2.731884385E1,-2.469999939E-1,-2.615999937E0,-3.009999990E-1,2.644818645E0
2.732361454E1,-2.150000036E-1,-2.601000071E0,-2.849999964E-1,2.625385946E0
2.732838508E1,-2.129999995E-1,-2.573999882E0,-2.899999917E-1,2.599027585E0
2.733315577E1,-2.119999975E-1,-2.546999931E0,-2.840000093E-1,2.571538188E0
2.733792631E1,-2.370000035E-1,-2.533999920E0,-2.910000086E-1,2.561641193E0
2.734269708E1,-2.169999927E-1,-2.476999998E0,-2.750000060E-1,2.501648055E0
2.734746777E1,-1.979999989E-1,-2.450000048E0,-2.660000026E-1,2.472339021E0
2.735223831E1,-1.949999928E-1,-2.408999920E0,-2.860000134E-1,2.433742307E0
2.735700900E1,-1.920000017E-1,-2.368999958E0,-2.790000141E-1,2.393087088E0
2.736177978E1,-1.720000058E-1,-2.325999975E0,-2.639999986E-1,2.347244317E0
2.736655032E1,-1.659999937E-1,-2.299000025E0,-2.820000052E-1,2.322171638E0
2.737132101E1,-1.469999999E-1,-2.244999886E0,-2.610000074E-1,2.264896132E0
2.737609157E1,-1.280000061E-1,-2.190000057E0,-2.809999883E-1,2.211661196E0
2.738086226E1,-1.369999945E-1,-2.148000002E0,-2.660000026E-1,2.168739036E0
2.738563280E1,-1.289999932E-1,-2.052000046E0,-2.700000107E-1,2.073703256E0
2.739040348E1,-9.499999881E-2,-1.983999968E0,-2.619999945E-1,2.003478193E0
2.739517425E1,-1.010000035E-1,-1.901999950E0,-2.820000052E-1,1.925442498E0
2.739994479E1,-7.199999690E-2,-1.860000014E0,-2.669999897E-1,1.880444907E0
2.740471546E1,-9.099999815E-2,-1.792000055E0,-2.840000093E-1,1.816645591E0
2.740948600E1,-6.899999827E-2,-1.697000027E0,-3.030000031E-1,1.725218564E0
2.741425669E1,-3.299999982E-2,-1.628999949E0,-3.089999855E-1,1.658375960E0
2.741902723E1,-3.299999982E-2,-1.559000015E0,-3.050000072E-1,1.588897433E0
2.742379792E1,-1.099999994E-2,-1.463999987E0,-3.079999983E-1,1.496088553E0
2.742856869E1,-2.000000095E-3,-1.381999969E0,-3.400000036E-1,1.423210426E0
2.743333923E1,6.000000052E-3,-1.314000010E0,-3.449999988E-1,1.358549604E0
2.743810992E1,2.899999917E-2,-1.217000008E0,-3.379999995E-1,1.263397807E0
2.744288046E1,3.700000048E-2,-1.121000051E0,-3.260000050E-1,1.168026592E0
2.744765116E1,3.299999982E-2,-1.039999962E0,-3.289999962E-1,1.091297356E0
2.745242170E1,2.800000086E-2,-9.309999943E-1,-3.319999874E-1,9.888220168E-1
2.745719239E1,3.599999845E-2,-8.479999900E-1,-3.129999936E-1,9.046374848E-1
2.746196313E1,5.799999833E-2,-7.379999757E-1,-3.129999936E-1,8.037269187E-1
2.746673367E1,3.900000080E-2,-6.700000167E-1,-3.019999862E-1,7.359517743E-1
2.747150436E1,7.500000298E-2,-5.749999881E-1,-3.039999902E-1,6.547258822E-1
2.747627490E1,6.599999964E-2,-4.650000036E-1,-2.849999964E-1,5.493687298E-1
2.748104567E1,7.400000095E-2,-3.829999864E-1,-2.849999964E-1,4.831045308E-1
2.748581636E1,8.200000226E-2,-2.739999890E-1,-2.720000148E-1,3.946948219E-1
2.749058689E1,6.400000304E-2,-1.780000031E-1,-2.730000019E-1,3.321279912E-1
2.749535758E1,5.499999970E-2,-9.600000083E-2,-2.569999993E-1,2.798035021E-1
2.750012812E1,6.300000101E-2,2.600000054E-2,-2.419999987E-1,2.514140002E-1
2.750489881E1,5.799999833E-2,1.080000028E-1,-2.700000107E-1,2.965265691E-1
2.750966935E1,5.299999937E-2,1.899999976E-1,-2.709999979E-1,3.351865121E-1
2.751444012E1,5.799999833E-2,3.000000119E-1,-2.669999897E-1,4.057745698E-1
2.751921081E1,3.900000080E-2,3.950000107E-1,-2.660000026E-1,4.778095959E-1
2.752398135E1,7.599999756E-2,4.909999967E-1,-2.529999912E-1,5.575535776E-1
2.752875204E1,7.199999690E-2,5.730000138E-1,-2.529999912E-1,6.304934662E-1
2.753352258E1,5.099999905E-2,6.830000281E-1,-2.509999871E-1,7.294457018E-1
2.753829328E1,7.400000095E-2,7.369999886E-1,-2.489999980E-1,7.814384059E-1
2.754306382E1,9.799999744E-2,8.600000143E-1,-2.489999980E-1,9.006692085E-1
2.754783456E1,8.200000226E-2,9.419999719E-1,-2.479999959E-1,9.775438330E-1
2.755260525E1,1.110000014E-1,1.037999988E0,-2.460000068E-1,1.072511528E0
2.755737579E1,9.399999678E-2,1.105999947E0,-2.440000027E-1,1.136489280E0
2.756214649E1,1.190000027E-1,1.161000013E0,-2.430000007E-1,1.192112005E0
2.756691726E1,1.309999973E-1,1.243000031E0,-2.280000001E-1,1.270509376E0
2.757168772E1,1.319999993E-1,1.310999990E0,-2.269999981E-1,1.337039256E0
2.757645848E1,1.420000046E-1,1.406999946E0,-2.249999940E-1,1.431935001E0
2.758122902E1,1.679999977E-1,1.488999963E0,-2.090000063E-1,1.512952706E0
2.758599971E1,1.659999937E-1,1.557000041E0,-2.210000008E-1,1.581343140E0
2.759077021E1,1.770000011E-1,1.639000058E0,-1.949999928E-1,1.660022647E0
2.759554090E1,1.879999936E-1,1.679999948E0,-2.199999988E-1,1.704741570E0
2.760031167E1,2.129999995E-1,1.735000014E0,-2.039999962E-1,1.759889215E0
2.760508218E1,2.249999940E-1,1.802999973E0,-2.020000070E-1,1.828178849E0
2.760985287E1,2.310000062E-1,1.830999970E0,-1.899999976E-1,1.855268685E0
2.761462341E1,2.269999981E-1,1.871999979E0,-1.860000044E-1,1.894863827E0
2.761939410E1,2.389999926E-1,1.940000057E0,-1.700000018E-1,1.962045162E0
2.762416464E1,2.770000100E-1,1.995000005E0,-1.809999943E-1,2.022254935E0
2.762893533E1,2.409999967E-1,2.022000074E0,-1.959999949E-1,2.045722683E0
2.763370612E1,2.500000000E-1,2.049999952E0,-1.780000031E-1,2.072844376E0
2.763847666E1,2.750000060E-1,2.076999903E0,-1.749999970E-1,2.102422079E0
2.764324735E1,2.579999864E-1,2.118000031E0,-1.860000044E-1,2.141747913E0
2.764801789E1,2.610000074E-1,2.158999920E0,-1.739999950E-1,2.181668549E0
2.765278858E1,2.689999938E-1,2.158999920E0,-1.689999998E-1,2.182247156E0
2.765755912E1,2.790000141E-1,2.187000036E0,-1.650000066E-1,2.210890130E0
2.766232985E1,2.899999917E-1,2.187000036E0,-1.749999970E-1,2.213073463E0
2.766710055E1,2.639999986E-1,2.200999975E0,-1.749999970E-1,2.223673063E0
2.767187109E1,2.849999964E-1,2.227999926E0,-1.560000032E-1,2.251564937E0
2.767664179E1,2.949999869E-1,2.214999914E0,-1.509999931E-1,2.239654127E0
2.768141256E1,3.190000057E-1,2.242000103E0,-1.589999944E-1,2.270155603E0
2.768618310E1,2.770000100E-1,2.214999914E0,-1.340000033E-1,2.236271367E0
2.769095382E1,3.249999881E-1,2.201999903E0,-1.270000041E-1,2.229474728E0
2.769572436E1,3.339999914E-1,2.201999903E0,-1.209999993E-1,2.230470929E0
2.770049505E1,3.429999948E-1,2.201999903E0,-1.010000035E-1,2.230841449E0
2.770526560E1,3.240000010E-1,2.148000002E0,-9.099999815E-2,2.174203534E0
2.771003629E1,3.149999976E-1,2.134999990E0,-9.700000286E-2,2.160291406E0
2.771480706E1,3.370000124E-1,2.107000113E0,-9.000000358E-2,2.135677523E0
2.771957761E1,3.580000103E-1,2.094000101E0,-6.800000370E-2,2.125470402E0
2.772434830E1,3.120000064E-1,2.026000023E0,-7.199999690E-2,2.051147020E0
2.772911884E1,3.300000131E-1,2.013000011E0,-6.300000101E-2,2.040842487E0
2.773388953E1,3.359999955E-1,1.998999953E0,-2.800000086E-2,2.027234769E0
2.773866007E1,3.160000145E-1,1.930999994E0,-1.899999939E-2,1.956777450E0
2.774343076E1,3.230000138E-1,1.876999974E0,0.000000000E0,1.904588646E0
2.774820154E1,2.989999950E-1,1.835999966E0,-4.999999888E-3,1.860194041E0
2.775297208E1,2.910000086E-1,1.796000004E0,3.000000026E-3,1.819424639E0
2.775774277E1,3.240000010E-1,1.728000045E0,0.000000000E0,1.758112669E0
2.776251331E1,3.050000072E-1,1.659999967E0,3.099999949E-2,1.688071649E0
2.776728407E1,2.809999883E-1,1.618999958E0,1.300000027E-2,1.643256175E0
2.777205477E1,2.730000019E-1,1.536999941E0,3.700000048E-2,1.561495059E0
2.777682524E1,3.059999943E-1,1.468999982E0,4.699999839E-2,1.501268112E0
2.778159601E1,2.759999931E-1,1.414999962E0,3.999999911E-2,1.442220818E0
2.778636655E1,2.660000026E-1,1.347000003E0,5.000000075E-2,1.373923218E0
2.779113727E1,2.720000148E-1,1.251999974E0,7.400000095E-2,1.283340930E0
2.779590781E1,3.050000072E-1,1.169999957E0,7.199999690E-2,1.211242710E0
2.780067857E1,2.890000045E-1,1.101999998E0,9.000000358E-2,1.142814508E0
2.780544928E1,2.930000126E-1,1.021000028E0,8.699999750E-2,1.065766890E0
2.781021982E1,3.120000064E-1,9.390000105E-1,1.129999980E-1,9.959086420E-1
2.781499051E1,3.050000072E-1,8.569999933E-1,1.389999986E-1,9.202146448E-1
2.781976108E1,3.149999976E-1,7.480000257E-1,1.410000026E-1,8.237779056E-1
2.782453177E1,3.319999874E-1,6.529999971E-1,1.529999971E-1,7.483595306E-1
2.782930231E1,3.650000095E-1,5.580000281E-1,1.669999957E-1,6.873703783E-1
2.783407308E1,3.709999919E-1,4.760000110E-1,2.070000023E-1,6.380172453E-1
2.783884377E1,3.770000041E-1,3.939999938E-1,2.060000002E-1,5.829245219E-1
2.784361431E1,3.930000067E-1,2.849999964E-1,2.189999968E-1,5.325739402E-1
2.784838508E1,3.970000148E-1,1.899999976E-1,2.599999905E-1,5.111839257E-1
2.785315554E1,4.149999917E-1,1.080000028E-1,2.739999890E-1,5.088860262E-1
2.785792623E1,4.050000012E-1,0.000000000E0,2.700000107E-1,4.867494291E-1
2.786269699E1,4.059999883E-1,-8.100000024E-2,2.820000052E-1,5.009201468E-1
2.786746753E1,4.350000024E-1,-2.039999962E-1,3.089999855E-1,5.712459991E-1
2.787223822E1,3.970000148E-1,-2.989999950E-1,3.370000124E-1,6.004823204E-1
2.787700876E1,4.120000005E-1,-3.950000107E-1,3.170000017E-1,6.528843772E-1
2.788177953E1,4.099999964E-1,-4.760000110E-1,3.420000076E-1,7.152901598E-1
2.788655022E1,4.239999950E-1,-5.860000253E-1,3.560000062E-1,8.061687353E-1
2.789132078E1,4.099999964E-1,-6.539999843E-1,3.700000048E-1,8.559883060E-1
2.789609147E1,3.849999905E-1,-7.630000114E-1,3.610000014E-1,9.277472776E-1
2.790086201E1,3.810000122E-1,-8.439999819E-1,3.720000088E-1,9.979383675E-1
2.790563268E1,3.930000067E-1,-9.259999990E-1,3.989999890E-1,1.082185749E0
2.791040322E1,3.910000026E-1,-1.021999955E0,4.129999876E-1,1.169587064E0
2.791517399E1,3.790000081E-1,-1.131000042E0,3.889999986E-1,1.254640626E0
2.791994468E1,3.589999974E-1,-1.199000001E0,4.129999876E-1,1.317972303E0
2.792471522E1,3.680000007E-1,-1.294999957E0,4.399999976E-1,1.416350552E0
2.792948591E1,3.770000041E-1,-1.376999974E0,4.670000076E-1,1.502114157E0
2.793425669E1,3.519999981E-1,-1.457999945E0,4.650000036E-1,1.570316159E0
2.793902715E1,3.440000117E-1,-1.539999962E0,4.749999940E-1,1.647895896E0
2.794379792E1,3.779999912E-1,-1.636000037E0,5.009999871E-1,1.752250297E0
2.794856846E1,3.429999948E-1,-1.690999985E0,5.270000100E-1,1.804122766E0
2.795333916E1,3.059999943E-1,-1.799000025E0,5.329999924E-1,1.901085500E0
2.795810970E1,3.089999855E-1,-1.853999972E0,5.410000086E-1,1.955882895E0
2.796288045E1,2.860000134E-1,-1.922999978E0,5.649999976E-1,2.024586358E0
2.796765114E1,2.770000100E-1,-1.991000056E0,5.759999752E-1,2.091072978E0
2.797242168E1,2.540000081E-1,-2.059000015E0,5.519999862E-1,2.146788544E0
2.797719235E1,2.150000036E-1,-2.114000082E0,5.580000281E-1,2.196949107E0
2.798196289E1,2.169999927E-1,-2.168999910E0,5.799999833E-1,2.255670541E0
2.798673358E1,1.790000051E-1,-2.236999989E0,5.879999995E-1,2.319903867E0
2.799150435E1,1.480000019E-1,-2.278000116E0,5.490000248E-1,2.347890448E0
2.799627489E1,1.360000074E-1,-2.319000006E0,5.389999747E-1,2.384696627E0
2.800104558E1,8.299999684E-2,-2.374000072E0,5.450000167E-1,2.437168513E0
2.800581611E1,8.399999887E-2,-2.401999950E0,5.370000005E-1,2.462727911E0
2.801058680E1,4.600000009E-2,-2.443000078E0,5.249999762E-1,2.499197943E0
2.801535734E1,2.099999972E-2,-2.483999968E0,5.260000229E-1,2.539167750E0
2.802012800E1,8.999999613E-3,-2.497999907E0,5.159999728E-1,2.550752929E0
2.802489877E1,2.500000037E-2,-2.526000023E0,5.199999809E-1,2.579089199E0
2.802966931E1,4.999999888E-3,-2.539000034E0,4.950000048E-1,2.586807140E0
2.803444000E1,-4.999999888E-3,-2.552999973E0,4.939999878E-1,2.600359562E0
2.803921054E1,-2.000000095E-3,-2.608000040E0,5.099999905E-1,2.657398766E0
2.804398123E1,1.000000047E-3,-2.621999979E0,5.249999762E-1,2.674043729E0
2.804875176E1,8.000000380E-3,-2.634999990E0,4.979999959E-1,2.681658618E0
2.805352253E1,0.000000000E0,-2.635999918E0,4.819999933E-1,2.679705126E0
2.805829323E1,2.000000095E-3,-2.650000095E0,4.959999919E-1,2.696019380E0
2.806306376E1,4.999999888E-3,-2.635999918E0,4.819999933E-1,2.679709790E0
2.806783445E1,0.000000000E0,-2.635999918E0,4.679999948E-1,2.677222360E0
2.807260522E1,4.000000190E-3,-2.622999907E0,4.779999852E-1,2.666201136E0
2.807737576E1,7.000000216E-3,-2.624000072E0,4.620000124E-1,2.664370356E0
2.808214645E1,8.999999613E-3,-2.624000072E0,4.589999914E-1,2.663857799E0
2.808691699E1,-8.000000380E-3,-2.596999884E0,4.320000112E-1,2.632697553E0
2.809168766E1,-3.299999982E-2,-2.584000111E0,4.250000119E-1,2.618925463E0
2.809645820E1,-4.399999976E-2,-2.542999983E0,4.210000038E-1,2.577988735E0
2.810122889E1,-8.399999887E-2,-2.516999960E0,4.020000100E-1,2.550284064E0
2.810599967E1,-8.500000089E-2,-2.503000021E0,3.639999926E-1,2.530756824E0
2.811077021E1,-9.600000083E-2,-2.436000109E0,3.420000076E-1,2.461762892E0
2.811554090E1,-1.089999974E-1,-2.394999981E0,3.219999969E-1,2.419005975E0
2.812031146E1,-1.480000019E-1,-2.355000019E0,3.160000145E-1,2.380711049E0
2.812508215E1,-1.459999979E-1,-2.328000069E0,2.800000012E-1,2.349319118E0
2.812985269E1,-1.840000004E-1,-2.259999990E0,2.849999964E-1,2.285318568E0
2.813462348E1,-1.959999949E-1,-2.207000017E0,2.500000000E-1,2.229745518E0
2.813939417E1,-2.349999994E-1,-2.153000116E0,2.419999987E-1,2.179265587E0
2.814416471E1,-2.280000001E-1,-2.098000050E0,2.230000049E-1,2.122102073E0
2.814893541E1,-2.370000035E-1,-2.016999960E0,2.000000030E-1,2.040700331E0
2.815370618E1,-2.349999994E-1,-1.963000059E0,1.780000031E-1,1.985013409E0
2.815847664E1,-2.599999905E-1,-1.896000028E0,1.829999983E-1,1.922473693E0
2.816324741E1,-2.370000035E-1,-1.814000010E0,1.529999971E-1,1.835803377E0
2.816801796E1,-2.590000033E-1,-1.718999982E0,1.430000067E-1,1.744273758E0
2.817278864E1,-2.829999924E-1,-1.679000020E0,1.209999993E-1,1.706977171E0
2.817755919E1,-2.660000026E-1,-1.598000050E0,1.250000000E-1,1.624803114E0
2.818232988E1,-2.809999883E-1,-1.516000032E0,1.110000014E-1,1.545813084E0
2.818710065E1,-2.890000045E-1,-1.447999954E0,8.699999750E-2,1.479119289E0
2.819187120E1,-3.109999895E-1,-1.340000033E0,7.699999958E-2,1.377769967E0
2.819664190E1,-3.339999914E-1,-1.258999944E0,6.800000370E-2,1.304323907E0
2.820141244E1,-3.190000057E-1,-1.162999988E0,4.300000146E-2,1.206722410E0
2.820618312E1,-3.249999881E-1,-1.082000017E0,1.999999955E-2,1.129933197E0
2.821095366E1,-3.330000043E-1,-9.869999886E-1,2.400000021E-2,1.041937609E0
2.821572442E1,-3.810000122E-1,-8.930000067E-1,-1.200000010E-2,9.709552107E-1
2.822049512E1,-3.619999886E-1,-7.960000038E-1,-3.200000152E-2,8.750337124E-1
2.822526566E1,-3.659999967E-1,-7.149999738E-1,-4.100000113E-2,8.042772906E-1
2.823003635E1,-3.860000074E-1,-6.200000048E-1,-6.400000304E-2,7.331384671E-1
2.823480690E1,-3.770000041E-1,-5.389999747E-1,-7.299999893E-2,6.617998003E-1
2.823957759E1,-3.580000103E-1,-4.020000100E-1,-8.900000155E-2,5.456088486E-1
2.824434813E1,-3.589999974E-1,-3.339999914E-1,-8.399999887E-2,4.974866754E-1
2.824911891E1,-3.899999857E-1,-2.529999912E-1,-1.059999987E-1,4.768070722E-1
2.825388960E1,-3.670000136E-1,-1.439999938E-1,-1.280000061E-1,4.144985039E-1
2.825866014E1,-3.330000043E-1,-4.800000042E-2,-1.270000041E-1,3.596136871E-1
2.826343083E1,-3.339999914E-1,3.299999982E-2,-1.340000033E-1,3.613875968E-1
2.826820160E1,-3.219999969E-1,1.280000061E-1,-1.280000061E-1,3.693941000E-1
2.827297214E1,-3.519999981E-1,2.230000049E-1,-1.350000054E-1,4.380159841E-1
2.827774282E1,-3.190000057E-1,3.059999943E-1,-1.459999979E-1,4.655244349E-1
2.828251336E1,-2.779999971E-1,4.009999931E-1,-1.379999965E-1,5.070788813E-1
2.828728405E1,-2.660000026E-1,4.959999919E-1,-1.580000073E-1,5.845818982E-1
2.829205462E1,-2.809999883E-1,5.770000219E-1,-1.640000045E-1,6.624092543E-1
2.829682539E1,-2.660000026E-1,6.729999781E-1,-1.469999999E-1,7.384402290E-1
2.830159609E1,-2.389999926E-1,7.409999967E-1,-1.379999965E-1,7.907249778E-1
2.830636663E1,-2.280000001E-1,8.360000253E-1,-1.570000052E-1,8.806412686E-1
2.831113732E1,-2.579999864E-1,9.449999928E-1,-1.490000039E-1,9.908531580E-1
2.831590786E1,-2.210000008E-1,1.014000058E0,-1.589999944E-1,1.049913385E0
2.832067857E1,-2.230000049E-1,1.082000017E0,-1.630000025E-1,1.116701410E0
2.832544934E1,-2.399999946E-1,1.162999988E0,-1.679999977E-1,1.199330216E0
2.833021988E1,-2.440000027E-1,1.217000008E0,-1.720000058E-1,1.253079815E0
2.833499054E1,-2.479999959E-1,1.299999952E0,-1.679999977E-1,1.334064419E0
2.833976109E1,-2.380000055E-1,1.394999981E0,-1.710000038E-1,1.425450789E0
2.834453185E1,-2.700000107E-1,1.462000012E0,-1.759999990E-1,1.497103885E0
2.834930232E1,-2.759999931E-1,1.529999971E0,-1.940000057E-1,1.566752026E0
2.835407308E1,-2.790000141E-1,1.598999977E0,-1.749999970E-1,1.632564527E0
2.835884378E1,-2.829999924E-1,1.679999948E0,-1.650000066E-1,1.711640681E0
2.836361428E1,-3.030000031E-1,1.720000029E0,-1.819999963E-1,1.755942225E0
2.836838497E1,-3.089999855E-1,1.761000037E0,-1.870000064E-1,1.797657121E0
2.837315574E1,-2.980000079E-1,1.815999985E0,-1.809999943E-1,1.849167636E0
2.837792626E1,-3.170000017E-1,1.856999993E0,-1.840000004E-1,1.892826980E0
2.838269695E1,-3.230000138E-1,1.896999955E0,-1.749999970E-1,1.932242955E0
2.838746749E1,-3.429999948E-1,1.937000036E0,-1.920000017E-1,1.976482263E0
2.839223817E1,-3.310000002E-1,1.978999972E0,-1.870000064E-1,2.015185077E0
2.839700871E1,-3.359999955E-1,2.019000053E0,-2.029999942E-1,2.056809717E0
2.840177941E1,-3.560000062E-1,2.059999943E0,-1.940000057E-1,2.099517033E0
2.840655017E1,-3.490000069E-1,2.085999966E0,-1.969999969E-1,2.124148267E0
2.841132071E1,-3.499999940E-1,2.128000021E0,-1.920000017E-1,2.165120802E0
2.841609140E1,-3.549999893E-1,2.128000021E0,-1.949999928E-1,2.166202686E0
2.842086194E1,-3.619999886E-1,2.127000093E0,-1.990000010E-1,2.166742807E0
2.842563263E1,-3.549999893E-1,2.140000105E0,-1.889999956E-1,2.177463304E0
2.843040317E1,-3.310000002E-1,2.154999971E0,-1.969999969E-1,2.189153918E0
2.843517397E1,-3.499999940E-1,2.154000044E0,-1.860000044E-1,2.190162594E0
2.843994466E1,-3.569999933E-1,2.180999994E0,-2.039999962E-1,2.219420188E0
2.844471520E1,-3.639999926E-1,2.180999994E0,-1.809999943E-1,2.218562140E0
2.844948590E1,-3.650000095E-1,2.180999994E0,-1.899999976E-1,2.219478763E0
2.845425667E1,-3.569999933E-1,2.167000055E0,-1.800000072E-1,2.203573969E0
2.845902721E1,-3.639999926E-1,2.153000116E0,-1.840000004E-1,2.191292198E0
2.846379790E1,-3.720000088E-1,2.138999939E0,-1.749999970E-1,2.178148237E0
2.846856845E1,-3.589999974E-1,2.111999989E0,-1.729999930E-1,2.149268235E0
2.847333914E1,-3.790000081E-1,2.098000050E0,-1.909999996E-1,2.140496721E0
2.847810967E1,-3.860000074E-1,2.069999933E0,-1.819999963E-1,2.113532524E0
2.848288044E1,-4.079999924E-1,2.042999983E0,-1.870000064E-1,2.091717458E0
2.848765113E1,-3.799999952E-1,2.003000021E0,-1.840000004E-1,2.047013698E0
2.849242168E1,-3.849999905E-1,1.975000024E0,-1.889999956E-1,2.021032183E0
2.849719237E1,-4.059999883E-1,1.919999957E0,-1.949999928E-1,1.972120895E0
2.850196291E1,-4.129999876E-1,1.878000021E0,-1.879999936E-1,1.932044789E0
2.850673360E1,-3.970000148E-1,1.838000059E0,-1.850000024E-1,1.889465065E0
2.851150414E1,-3.880000114E-1,1.797000051E0,-1.909999996E-1,1.848305762E0
2.851627491E1,-3.810000122E-1,1.741999984E0,-1.979999989E-1,1.794137384E0
2.852104556E1,-4.020000100E-1,1.685999990E0,-1.920000017E-1,1.743864666E0
2.852581610E1,-3.849999905E-1,1.620000005E0,-1.899999976E-1,1.675925120E0
2.853058679E1,-4.160000086E-1,1.550999999E0,-1.959999949E-1,1.617737000E0
2.853535733E1,-3.950000107E-1,1.481999993E0,-2.179999948E-1,1.549152344E0
2.854012802E1,-4.020000100E-1,1.427000046E0,-1.990000010E-1,1.495838942E0
2.854489879E1,-3.709999919E-1,1.332999945E0,-2.090000063E-1,1.399360872E0
2.854966934E1,-3.750000000E-1,1.277999997E0,-2.300000042E-1,1.351594982E0
2.855444003E1,-3.670000136E-1,1.195000052E0,-2.389999926E-1,1.272727438E0
2.855921058E1,-3.729999959E-1,1.126000047E0,-2.339999974E-1,1.209033127E0
2.856398127E1,-3.569999933E-1,1.059000015E0,-2.430000007E-1,1.143669108E0
2.856875181E1,-3.600000143E-1,9.629999995E-1,-2.500000000E-1,1.058049625E0
2.857352257E1,-3.659999967E-1,8.939999938E-1,-2.730000019E-1,1.003853071E0
2.857829324E1,-3.849999905E-1,7.850000262E-1,-2.689999938E-1,9.147737592E-1
2.858306378E1,-3.409999907E-1,7.179999948E-1,-2.630000114E-1,8.372418958E-1
2.858783447E1,-3.580000103E-1,6.219999790E-1,-2.840000093E-1,7.718186228E-1
2.859260502E1,-3.630000055E-1,5.389999747E-1,-2.800000012E-1,7.075945007E-1
2.859737579E1,-3.950000107E-1,4.300000072E-1,-2.899999917E-1,6.519394219E-1
2.860214648E1,-3.619999886E-1,3.359999955E-1,-2.939999998E-1,5.747834275E-1
2.860691705E1,-3.770000041E-1,2.399999946E-1,-3.160000145E-1,5.473435938E-1
2.861168774E1,-4.079999924E-1,1.850000024E-1,-3.120000064E-1,5.459239862E-1
2.861645828E1,-4.110000134E-1,8.900000155E-2,-3.350000083E-1,5.376495298E-1
2.862122896E1,-4.120000005E-1,-3.000000026E-3,-3.359999955E-1,5.316474371E-1
2.862599973E1,-4.120000005E-1,-8.500000089E-2,-3.429999948E-1,5.427872483E-1
2.863077027E1,-4.259999990E-1,-1.949999928E-1,-3.659999967E-1,5.945224924E-1
2.863554094E1,-4.399999976E-1,-2.770000100E-1,-3.750000000E-1,6.410569424E-1
2.864031148E1,-4.110000134E-1,-3.700000048E-1,-3.720000088E-1,6.664870749E-1
2.864508225E1,-4.210000038E-1,-4.650000036E-1,-3.779999912E-1,7.323592014E-1
2.864985271E1,-4.050000012E-1,-5.469999909E-1,-3.860000074E-1,7.824512744E-1
2.865462348E1,-4.149999917E-1,-6.299999952E-1,-3.939999938E-1,8.510939914E-1
2.865939417E1,-3.459999859E-1,-7.220000029E-1,-3.880000114E-1,8.896875875E-1
2.866416469E1,-3.519999981E-1,-8.040000200E-1,-3.919999897E-1,9.612408766E-1
2.866893538E1,-3.589999974E-1,-9.129999876E-1,-4.120000005E-1,1.064046040E0
2.867370592E1,-3.379999995E-1,-1.021999955E0,-4.040000141E-1,1.149758200E0
2.867847666E1,-2.949999869E-1,-1.100999951E0,-3.829999864E-1,1.202462006E0
