146230.00	1300.00	8388607.00
146230.00	1300.00	-8388608.00
146265.00	1300.00	-8388608.00
146360.00	1300.00	-4281525.00
146454.00	1300.00	125569.00
146549.00	1300.00	239386.00
146643.00	1300.00	239250.00
146739.00	1300.00	239309.00
146833.00	1300.00	239530.00
146928.00	1300.00	239767.00
147023.00	1300.00	239966.00
147118.00	1300.00	240251.00
147213.00	1300.00	240343.00
147307.00	1300.00	240324.00
147402.00	1300.00	240439.00
147496.00	1300.00	240603.00
147592.00	1300.00	240873.00
147687.00	1300.00	241109.00
147781.00	1300.00	241149.00
147876.00	1300.00	241309.00
147971.00	1300.00	241262.00
148066.00	1300.00	241038.00
148160.00	1300.00	241106.00
148255.00	1300.00	241283.00
148350.00	1300.00	241533.00
148445.00	1400.00	241925.00
148540.00	1400.00	238749.00
148634.00	1400.00	222131.00
148729.00	1400.00	203547.00
148824.00	1400.00	193355.00
148919.00	1400.00	187764.00
149013.00	1400.00	184323.00
149108.00	1400.00	183284.00
149203.00	1400.00	183136.00
149298.00	1400.00	182921.00
149393.00	1400.00	183199.00
149487.00	1400.00	183859.00
149582.00	1400.00	185088.00
149677.00	1400.00	185739.00
149772.00	1400.00	183545.00
149867.00	1400.00	181520.00
149961.00	1400.00	179705.00
150056.00	1400.00	179950.00
150151.00	1400.00	183343.00
150246.00	1400.00	184928.00
150340.00	1400.00	185314.00
150435.00	1400.00	186042.00
150531.00	1400.00	186161.00
150625.00	1400.00	186341.00
150720.00	1400.00	186649.00
150814.00	1400.00	186382.00
150909.00	1400.00	186526.00
151004.00	1400.00	187669.00
151099.00	1400.00	187878.00
151193.00	1400.00	187986.00
151288.00	1400.00	188396.00
151384.00	1400.00	189235.00
151478.00	1400.00	188582.00
151573.00	1400.00	186819.00
151667.00	1400.00	186017.00
151762.00	1400.00	185274.00
151857.00	1400.00	185622.00
151952.00	1400.00	185751.00
152047.00	1400.00	186078.00
152141.00	1400.00	187495.00
152237.00	1400.00	187845.00
152331.00	1400.00	187569.00
152426.00	1400.00	187453.00
152520.00	1400.00	186760.00
152615.00	1400.00	185637.00
152710.00	1400.00	184918.00
152805.00	1400.00	184413.00
152900.00	1400.00	184411.00
152994.00	1400.00	184497.00
153090.00	1400.00	185275.00
