327577.00	1300.00	-8388608.00
327578.00	1300.00	-8388608.00
327612.00	1300.00	-8388608.00
327707.00	1300.00	-4302178.00
327801.00	1300.00	123486.00
327897.00	1300.00	239126.00
327991.00	1300.00	239084.00
328086.00	1300.00	239239.00
328181.00	1300.00	239415.00
328275.00	1300.00	239512.00
328371.00	1300.00	239697.00
328465.00	1300.00	239985.00
328560.00	1300.00	240265.00
328654.00	1300.00	240576.00
328750.00	1300.00	240855.00
328844.00	1300.00	241014.00
328939.00	1300.00	241158.00
329034.00	1300.00	241200.00
329128.00	1300.00	241289.00
329224.00	1300.00	241233.00
329318.00	1300.00	240774.00
329413.00	1300.00	240481.00
329507.00	1300.00	240553.00
329603.00	1300.00	239642.00
329697.00	1300.00	239058.00
329792.00	1400.00	239511.00
329887.00	1400.00	235646.00
329981.00	1400.00	218954.00
330077.00	1400.00	201946.00
330171.00	1400.00	192532.00
330266.00	1400.00	186801.00
330360.00	1400.00	183604.00
330456.00	1400.00	182908.00
330550.00	1400.00	182386.00
330645.00	1400.00	181985.00
330740.00	1400.00	182314.00
330834.00	1400.00	181858.00
330930.00	1400.00	181540.00
331024.00	1400.00	181444.00
331119.00	1400.00	181626.00
331213.00	1400.00	182580.00
331309.00	1400.00	183881.00
331404.00	1400.00	184713.00
331498.00	1400.00	185124.00
331593.00	1400.00	185041.00
331687.00	1400.00	185502.00
331783.00	1400.00	185491.00
331877.00	1400.00	185943.00
331972.00	1400.00	186175.00
332066.00	1400.00	186364.00
332162.00	1400.00	187056.00
332257.00	1400.00	187225.00
332351.00	1400.00	187008.00
332446.00	1400.00	186741.00
332540.00	1400.00	187397.00
332636.00	1400.00	186698.00
332730.00	1400.00	185750.00
332825.00	1400.00	186006.00
332919.00	1400.00	186643.00
333015.00	1400.00	185723.00
333110.00	1400.00	184633.00
333204.00	1400.00	184760.00
333299.00	1400.00	185229.00
333393.00	1400.00	184656.00
333489.00	1400.00	185141.00
333583.00	1400.00	184402.00
333678.00	1400.00	183946.00
333772.00	1400.00	185652.00
333868.00	1400.00	185918.00
333963.00	1400.00	186079.00
334057.00	1400.00	186814.00
334152.00	1400.00	187094.00
334246.00	1400.00	187371.00
334342.00	1400.00	187664.00
334436.00	1400.00	187891.00
