5275.00	1400.00	-8388608.00
5275.00	1400.00	-8388608.00
5286.00	1400.00	-8388608.00
5381.00	1400.00	-6876644.00
5476.00	1400.00	-252958.00
5571.00	1400.00	175430.00
5665.00	1400.00	175703.00
5761.00	1400.00	176365.00
5855.00	1400.00	176964.00
5950.00	1400.00	177909.00
6044.00	1400.00	177127.00
6139.00	1400.00	176544.00
6235.00	1400.00	179223.00
6329.00	1400.00	180448.00
6424.00	1400.00	179188.00
6518.00	1400.00	181341.00
6614.00	1400.00	182076.00
6708.00	1400.00	181722.00
6803.00	1400.00	181898.00
6898.00	1400.00	181855.00
6992.00	1400.00	181128.00
7088.00	1400.00	180639.00
7182.00	1400.00	181715.00
7277.00	1400.00	182298.00
7371.00	1400.00	181187.00
7467.00	1500.00	179364.00
7562.00	1500.00	170136.00
7656.00	1500.00	139555.00
7751.00	1500.00	119521.00
7845.00	1500.00	114786.00
7941.00	1500.00	113356.00
8036.00	1500.00	113129.00
8130.00	1500.00	110537.00
8225.00	1500.00	111681.00
8320.00	1500.00	117892.00
8415.00	1500.00	120260.00
8509.00	1500.00	119902.00
8604.00	1500.00	119236.00
8699.00	1500.00	118979.00
8794.00	1500.00	118405.00
8889.00	1500.00	118418.00
8983.00	1500.00	116950.00
9078.00	1500.00	114565.00
9172.00	1500.00	114718.00
9268.00	1500.00	115910.00
9363.00	1500.00	116506.00
9457.00	1500.00	117305.00
9552.00	1500.00	116557.00
9647.00	1500.00	115290.00
9742.00	1500.00	116623.00
9837.00	1500.00	116963.00
9931.00	1500.00	116358.00
10027.00	1500.00	117619.00
10121.00	1500.00	118036.00
10216.00	1500.00	117449.00
10310.00	1500.00	114519.00
10405.00	1500.00	113976.00
10501.00	1500.00	117363.00
10595.00	1500.00	120137.00
10690.00	1500.00	122421.00
10784.00	1500.00	121333.00
10880.00	1500.00	121044.00
10974.00	1500.00	121402.00
11069.00	1500.00	120774.00
11164.00	1500.00	119789.00
11258.00	1500.00	119192.00
11354.00	1500.00	118966.00
11448.00	1500.00	118878.00
11543.00	1500.00	119673.00
11637.00	1500.00	120453.00
11732.00	1500.00	119671.00
11828.00	1500.00	118844.00
11922.00	1500.00	118581.00
12017.00	1500.00	118695.00
12111.00	1500.00	121205.00
