269467.00	1250
266826.00	1260
254918.00	1270
248315.00	1280
270363.00	1290
267249.00	1300
272564.00	1310
270377.00	1320
264043.00	1330
276026.00	1340
279823.00	1350
281190.00	1360
282175.00	1370
281469.00	1380
285594.00	1390
285060.00	1400
286684.00	1410
288682.00	1420
288443.00	1430
288479.00	1440
290881.00	1450
292494.00	1460
294081.00	1470
296407.00	1480
295947.00	1490
298690.00	1500
301420.00	1510
299281.00	1520
301206.00	1530
306482.00	1540
304889.00	1550
310764.00	1560
313700.00	1570
312323.00	1580
317073.00	1590
319354.00	1600
320611.00	1610
323244.00	1620
330278.00	1630
334054.00	1640
334069.00	1650
338008.00	1660
334286.00	1670
343664.00	1680
340598.00	1690
342465.00	1700
352246.00	1710
348470.00	1720
355934.00	1730
358212.00	1740
359610.00	1750
