270018.00	1250
271369.00	1260
272512.00	1270
273141.00	1280
274266.00	1290
275493.00	1300
275063.00	1310
276631.00	1320
277566.00	1330
278475.00	1340
278696.00	1350
280765.00	1360
282968.00	1370
283013.00	1380
284697.00	1390
286862.00	1400
285987.00	1410
286444.00	1420
290328.00	1430
290296.00	1440
291614.00	1450
294307.00	1460
294915.00	1470
297145.00	1480
297634.00	1490
296280.00	1500
302407.00	1510
302865.00	1520
305559.00	1530
308356.00	1540
309828.00	1550
317269.00	1560
312438.00	1570
318943.00	1580
318432.00	1590
316385.00	1600
320240.00	1610
327405.00	1620
329281.00	1630
329854.00	1640
337517.00	1650
339404.00	1660
338789.00	1670
342488.00	1680
348795.00	1690
349075.00	1700
356269.00	1710
352054.00	1720
359278.00	1730
361296.00	1740
369813.00	1750
