269791.00	1250
271821.00	1260
271894.00	1270
272767.00	1280
273963.00	1290
274959.00	1300
275224.00	1310
278089.00	1320
278340.00	1330
278977.00	1340
280151.00	1350
281943.00	1360
281757.00	1370
283562.00	1380
286036.00	1390
285560.00	1400
288672.00	1410
289889.00	1420
290685.00	1430
232566.00	1440
292670.00	1450
291037.00	1460
295141.00	1470
298045.00	1480
292704.00	1490
298836.00	1500
295368.00	1510
305655.00	1520
305458.00	1530
312839.00	1540
307566.00	1550
311978.00	1560
312365.00	1570
317933.00	1580
321677.00	1590
323296.00	1600
325608.00	1610
329342.00	1620
328914.00	1630
332981.00	1640
334754.00	1650
342342.00	1660
338598.00	1670
335850.00	1680
346621.00	1690
346047.00	1700
340939.00	1710
357593.00	1720
344604.00	1730
358587.00	1740
369263.00	1750
