24963.00	1300.00	8388607.00
24964.00	1300.00	-8388608.00
25003.00	1300.00	-8388608.00
25097.00	1300.00	-3876842.00
25192.00	1300.00	153184.00
25286.00	1300.00	238378.00
25381.00	1300.00	238390.00
25476.00	1300.00	238428.00
25571.00	1300.00	238573.00
25665.00	1300.00	238799.00
25760.00	1300.00	238937.00
25854.00	1300.00	238958.00
25950.00	1300.00	239087.00
26044.00	1300.00	239378.00
26139.00	1300.00	239697.00
26233.00	1300.00	239975.00
26329.00	1300.00	240093.00
26423.00	1300.00	240068.00
26518.00	1300.00	239858.00
26612.00	1300.00	239693.00
26707.00	1300.00	239911.00
26802.00	1300.00	240167.00
26897.00	1300.00	240295.00
26991.00	1300.00	240459.00
27086.00	1300.00	240855.00
27181.00	1500.00	241062.00
27276.00	1500.00	234107.00
27370.00	1500.00	192296.00
27465.00	1500.00	141411.00
27559.00	1500.00	120134.00
27655.00	1500.00	114892.00
27749.00	1500.00	114179.00
27844.00	1500.00	114014.00
27938.00	1500.00	115178.00
28034.00	1500.00	116657.00
28128.00	1500.00	117886.00
28223.00	1500.00	119787.00
28318.00	1500.00	119467.00
28412.00	1500.00	116541.00
28508.00	1500.00	116820.00
28602.00	1500.00	119670.00
28697.00	1500.00	119086.00
28791.00	1500.00	117296.00
28887.00	1500.00	116924.00
28981.00	1500.00	118784.00
29076.00	1500.00	118063.00
29170.00	1500.00	117604.00
29265.00	1500.00	118920.00
29360.00	1500.00	118188.00
29455.00	1500.00	119304.00
29549.00	1500.00	120603.00
29644.00	1500.00	120317.00
29739.00	1500.00	122614.00
29834.00	1500.00	123991.00
29928.00	1500.00	124685.00
30023.00	1500.00	123472.00
30117.00	1500.00	121550.00
30213.00	1500.00	121240.00
30307.00	1500.00	122853.00
30402.00	1500.00	125191.00
30496.00	1500.00	124736.00
30592.00	1500.00	124162.00
30687.00	1500.00	124275.00
30781.00	1500.00	122626.00
30876.00	1500.00	121767.00
30970.00	1500.00	120367.00
31066.00	1500.00	119427.00
31160.00	1500.00	119799.00
31255.00	1500.00	120196.00
31349.00	1500.00	119982.00
31444.00	1500.00	120446.00
31539.00	1500.00	120022.00
31634.00	1500.00	121242.00
31728.00	1500.00	122775.00
31823.00	1500.00	123935.00
