269129.00	1250
269829.00	1260
271859.00	1270
272680.00	1280
273725.00	1290
274841.00	1300
274293.00	1310
276735.00	1320
276779.00	1330
276599.00	1340
270762.00	1350
275869.00	1360
278360.00	1370
282306.00	1380
283987.00	1390
286295.00	1400
286656.00	1410
287347.00	1420
288526.00	1430
291166.00	1440
291619.00	1450
292316.00	1460
294587.00	1470
297020.00	1480
299900.00	1490
297354.00	1500
300680.00	1510
303409.00	1520
307003.00	1530
308903.00	1540
310446.00	1550
314625.00	1560
312855.00	1570
319225.00	1580
320955.00	1590
319454.00	1600
321072.00	1610
324845.00	1620
328295.00	1630
328210.00	1640
335982.00	1650
337197.00	1660
344081.00	1670
344618.00	1680
349146.00	1690
350822.00	1700
356491.00	1710
356364.00	1720
362045.00	1730
367592.00	1740
372015.00	1750
